State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Rural_Households,Total_Power_Parity,Urban_Households,Female_Workers,Male_Workers,Total_Education,Literate_Education,Illiterate_Education,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Rural_Households,Urban_Households,sex_ratio,literacy_rate
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,4544,206598,1565,126055,187857,333329,1190407,780221,410186,178191,188303,168387,89167,83166,61215,11792,1133176,30195,21059,3666,897,753,15649,1245,729708,309479,166959,494,206598,126055,97.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,1667,121852,852,59763,121588,185483,637400,457761,179639,143413,109639,87969,47127,38677,26802,4134,604259,25878,9398,1391,84,1155,15474,1278,399581,165022,94073,241,121852,59763,97.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,961,274793,964,35774,207402,291858,1087296,702532,384764,179770,194739,152183,78583,57949,33357,5951,1008061,12570,5284,2941,521,1495,1417,465,582544,272009,177826,375,274793,35774,102.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,3342,354278,1575,66638,260956,429211,1477473,1017307,460166,246480,260661,210964,130700,93340,66358,8804,1422986,17332,47653,2117,781,409,1782,924,841958,398257,253488,281,354278,66638,99.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,38570,581868,6097,377160,319126,753843,2344160,1861740,482420,231263,407662,335886,441072,221410,204507,19940,2239370,227465,17452,7477,121791,12260,1159,7226,1414154,748339,462741,8966,581868,377160,96.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,20261,673499,4561,395001,657700,1099964,3922162,2674728,1247434,618508,664470,552373,313247,267265,227382,31483,3881485,103038,23181,16707,8397,17137,10680,3247,2454299,1038155,560184,11234,673499,395001,98.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,2737,525596,2462,65167,505919,649888,2291584,1299718,991866,364452,338509,281260,135374,105992,64607,9524,2126195,81442,97432,2303,1287,623,48295,2309,1441436,561915,355077,1458,525596,65167,98.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,1316,10006,34145,61073,11019,94502,140382,119741,20641,8957,28094,30406,26991,14170,9128,1995,171537,16087,2618,169,216,244,79,223,122589,52868,15428,288,10006,61073,53.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,6628,489237,5549,287506,321850,801859,2555291,1886269,669022,271762,700258,294811,311849,137505,139957,30127,2397056,334858,2586,1110,1291,3841,77,2263,1527888,749156,461650,4388,489237,287506,95.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,23440,115859,2078,209230,88533,239125,735601,636063,99538,40968,101521,148792,153887,87513,86781,16601,622213,57941,134169,618,553,546,166,1802,380926,260533,175035,1514,115859,209230,96.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,17624,88620,1646,162873,69179,180411,552173,463596,88577,29874,73039,119869,108989,64786,57460,9579,341664,63623,231961,855,542,563,92,1237,314480,194872,130605,580,88620,162873,99.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,126341,353169,18633,1845383,467405,2127547,6934861,5805299,1129562,761358,1614370,805199,1135058,549188,839295,100831,6042416,883238,50754,14542,4518,209287,2055,7415,3952858,2043895,1198152,19320,353169,1845383,90.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,2538,313714,2825,116899,203497,453642,1419789,1039194,380595,230474,412251,120625,149478,66785,50999,8582,1410463,99105,919,415,243,2053,40,952,836343,389892,282409,5546,313714,116899,96.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,9902,413078,4372,208909,217233,627561,1949453,1588947,360506,257524,560542,229013,283571,127459,110351,20487,1798794,250919,29789,1524,267,8591,142,2719,1134962,585093,366419,6271,413078,208909,92.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,3424,666773,4242,137424,412332,836268,3006650,1799274,1207376,366867,859436,159433,226765,105372,66950,14451,2890305,213505,1686,486,281,12659,83,1501,1984701,738412,394793,2600,666773,137424,94.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,10257,300677,3242,181319,158205,468919,1330179,1056350,273829,161675,367060,164765,188539,83895,74380,16036,1188204,343511,9494,1733,442,4813,342,2480,844298,442523,254728,9470,300677,181319,93.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,7297,387251,5434,356826,311851,838781,2612192,2103528,508664,422461,929286,266953,281250,96241,93391,13946,2632574,212863,3457,1410,445,26974,127,2515,1708938,720241,445121,6065,387251,356826,93.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,12107,237624,6016,195634,126901,408075,1296548,1049555,246993,136131,363156,133594,196456,95730,108400,16088,1319586,57273,3237,1985,497,6405,82,2688,769329,391862,224886,5676,237624,195634,92.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,11573,347158,5028,299167,200618,646822,1823483,1320610,502873,255785,491009,194057,199634,74029,87523,18573,1810443,320805,4392,1873,1086,18856,136,2528,1220598,576319,358455,4747,347158,299167,94.0,65.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,6628,489237,5549,287506,321850,801859,2555291,1886269,669022,271762,700258,294811,311849,137505,139957,30127,2397056,334858,2586,1110,1291,3841,77,2263,1527888,749156,461650,4388,489237,287506,95.0,67.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,9631,488293,4146,250982,151524,624704,1732753,1150801,581952,246956,469402,141345,157284,61366,60386,14062,1608921,442355,6192,6353,490,25312,98,2650,1278604,524052,286086,3629,488293,250982,91.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,5710,461479,4252,160547,259397,674586,2231312,1749234,482078,295057,641541,250044,310341,148530,84223,19498,2000884,264482,26629,1403,300,3479,82,2626,1260660,628221,388646,22358,461479,160547,94.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,7759,476005,3648,183738,223365,588699,1908801,1474304,434497,260278,467128,183468,266108,139208,130723,27391,1885732,136431,1954,1082,146,7087,88,2544,1119451,554432,357578,3603,476005,183738,93.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,576,138121,979,22248,120513,174282,573108,380328,192780,76197,146661,58188,52687,28396,14748,3451,559848,22600,4413,147,80,373,2078,758,336830,157910,93466,2091,138121,22248,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,6726,267739,3256,141417,183953,407881,1228976,967020,261956,145678,266733,140235,190861,112460,85041,26012,1225087,78669,5733,2459,601,13386,2823,914,673014,390349,258957,7352,267739,141417,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,3456,463363,3981,104238,423942,673565,2357454,1575872,781582,255905,601358,205420,283648,139773,71810,17958,2220974,158513,2863,662,337,5236,131,2060,1421859,599925,363391,5601,463363,104238,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,2231,301483,2199,102655,171756,383074,1309823,856932,452891,168990,364667,78731,129584,57494,46355,11111,1194745,142797,916,337,66,3602,66,1205,786357,341381,213465,2531,301483,102655,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,1653,96015,1463,87557,57051,174118,526282,389163,137119,50588,150643,71637,63458,25119,22458,5260,549749,33565,500,248,91,515,38,743,314886,163777,105638,1148,96015,87557,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,21785,459474,8498,721532,319570,1159480,3479411,2740751,738660,383780,913928,402240,540278,204306,266295,29924,3397406,361388,5478,1918,1170,33591,269,3338,2080568,1052871,659576,11543,459474,721532,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,5262,544024,3934,121509,403443,681435,2356385,1691327,665058,214062,597667,211423,333650,198963,110817,24745,2260560,148563,6375,614,168,11110,52,1147,1393131,630963,400905,3590,544024,121509,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,55694,369840,16368,1529998,410723,2142819,5438048,4495898,942150,566242,1332690,807021,896927,433651,379505,79862,5260193,660772,21052,5703,12902,112835,3920,3945,3563443,1740746,723415,53718,369840,1529998,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,2975,340788,3227,159810,219462,504038,1683386,1189959,493427,234873,482679,165406,172947,61164,58389,14501,1620282,109681,1419,512,312,22992,128,942,1033435,439352,280582,2899,340788,159810,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,137,52102,325,7516,56928,61329,240626,149466,91160,43639,59954,17736,14872,7560,3490,2215,203545,3593,20029,69,32,39,560,424,146095,51821,30027,348,52102,7516,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,53606,547454,9753,692971,460161,1233312,3778551,2868332,910219,396624,865726,457662,504732,268451,314960,60177,3713941,384579,23813,9340,2069,27650,1124,3110,2213474,1190041,733710,28401,547454,692971,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,11020,262410,3316,235981,227057,516188,1499794,1093866,405928,165459,303197,171712,212318,123281,90912,26987,1571147,94034,19661,1589,913,13809,1417,3108,944532,485874,259906,15366,262410,235981,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,12899,175365,2781,139891,52019,320120,1015266,793235,222031,89558,170110,161844,163544,97980,91472,18727,955096,22143,3705,138202,381,4845,110,3868,617859,308126,201685,680,175365,139891,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,5292,357047,3349,99235,192328,430678,1553152,1093788,459364,186145,223049,198307,218631,148995,104875,13786,1611031,15515,873,2401,254,1016,26,3329,964960,405760,261428,2297,357047,99235,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,43437,87700,5080,382981,102296,476933,1652713,1306146,346567,137902,220384,198551,282666,178846,259933,27864,1588407,161680,9743,34572,640,4883,249,9559,1095602,481318,231029,1784,87700,382981,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,3210,203020,1854,55360,105585,263498,886933,542399,344534,103541,136663,99948,93526,61476,37741,9504,779243,8360,996,150969,171,1172,530,570,555745,237009,147469,1788,203020,55360,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,67087,141703,3107,381988,112260,432456,1387551,1123831,263720,126920,177453,175370,219200,150120,233402,41366,1408801,70842,9725,15097,944,7451,254,1318,875531,428101,210307,493,141703,381988,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,10132,302013,3642,154113,203300,488321,1599018,1093767,505251,197303,230074,194595,202792,144626,105346,19031,1701061,21650,1945,12270,334,3620,33,3018,1017830,456536,265109,4456,302013,154113,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,5034,211816,2169,78328,76514,250020,828316,627288,201028,90737,109829,115794,145258,97457,58826,9387,945693,8247,734,1042,105,645,22,1917,549975,245095,162356,979,211816,78328,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,5263,278335,2674,89665,155145,368277,1235467,815843,419624,136892,185626,151682,154773,107994,64599,14277,1276669,23016,889,29103,172,2594,56,1653,784085,335704,213478,885,278335,89665,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,3724,231091,2046,75696,81203,292696,1032339,662470,369869,119345,158239,124682,117753,82297,51043,9111,974520,8232,1769,87558,265,351,70,1539,630194,265813,176320,1977,231091,75696,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,11163,292682,3368,135920,104416,411646,1433406,1004186,429220,155839,231354,188040,183590,124790,101387,19186,1341002,31650,2049,126207,532,1516,49,2319,884972,380409,234684,5259,292682,135920,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,7356,203553,2137,88268,68224,268556,909427,642789,266638,94530,145392,118107,120790,81964,71007,10999,805175,15970,1943,140395,214,375,106,477,552034,250830,160216,1575,203553,88268,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,2624,223726,1894,44216,105649,232935,899674,654072,245602,94273,135849,126291,132765,94245,60296,10353,913251,5660,301,1737,75,644,15,405,530000,229392,161258,1438,223726,44216,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,18615,70895,1445,93656,46614,164865,507781,388559,119222,45607,73584,60177,69163,48306,83256,8466,490702,23451,2583,40951,1008,1626,90,882,309078,157076,93606,1533,70895,93656,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,10024,173502,2559,153804,83651,328667,1049096,752884,296212,118873,170565,143466,141473,91756,75774,10977,1083936,86622,2261,25064,289,4647,99,2519,739075,298764,167244,354,173502,153804,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,5121,199449,1979,69305,102401,235326,842000,635173,206827,81280,120860,122617,139646,95807,65143,9820,889133,5713,701,1804,202,1525,12,1242,518747,230704,150557,324,199449,69305,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,8482,175203,2299,131739,73321,272646,1057152,808357,248795,117097,150903,140782,168499,109596,100346,21134,1043887,8185,732,3916,200,3491,24,769,605741,269354,185685,424,175203,131739,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,6287,245476,2681,93316,132541,369462,1204981,792628,412353,141766,201349,153263,134559,83373,61620,16698,940255,9524,2186,338962,370,2256,624,1012,750228,334344,208185,2432,245476,93316,90.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,1574,152458,3666,11987,94328,111543,353825,287961,65864,35817,59489,53515,64730,45695,25474,3241,371973,6984,236,2387,113,10,7,246,193671,107367,80497,421,152458,11987,98.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,8566,549632,2981,188174,487730,715467,2567113,1624001,943112,382091,407692,337793,189296,152838,134637,19654,2540763,57973,20745,6373,2979,2357,29122,3317,1625484,655032,380114,2999,549632,188174,97.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,1615,186395,950,13836,135244,158791,499002,344427,154575,56272,96789,67653,64515,40440,15506,3252,479782,32455,1559,2745,1740,57,14,728,306555,130606,81566,353,186395,13836,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,2521,196116,878,15232,123207,118724,449529,376978,72551,37327,71107,72114,91184,64363,35620,5263,449412,3711,243,591,95,293,9,414,224044,123941,106641,142,196116,15232,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1196,256081,1291,55300,135128,308527,1200768,835920,364848,159593,238344,211029,103334,59914,59612,4094,1010014,91269,814,196,74,41,273,1604,660774,260368,181109,2034,256081,55300,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,8053,588321,2878,39007,271414,403756,1448180,1176288,271892,127699,243617,223099,284124,192936,91236,13577,1461140,19797,3023,8929,14511,194,208,2273,766581,419172,319420,4902,588321,39007,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,354,44514,181,0,22410,33863,76372,59428,16944,9400,13749,11437,11140,7871,5118,713,64732,448,485,249,18086,29,45,47,42360,26599,15075,87,44514,0,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,2623,167995,854,20709,120255,148829,413485,310349,103136,48384,77363,61854,58122,39081,23168,2377,415669,2974,1568,1396,15377,94,83,742,244727,120510,72282,384,167995,20709,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,5333,431129,1842,31696,275207,297464,982038,763468,218570,100052,159043,132147,180188,128549,54139,9350,981412,9460,876,4081,2628,43,86,1191,524285,279321,194661,1510,431129,31696,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,9177,279269,1668,95896,172298,258628,761377,623801,137576,69967,113536,113305,141490,95341,80414,9748,791449,11810,2025,4047,3262,185,197,1035,425721,241956,145577,756,279269,95896,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,2220,171102,930,21054,110684,169399,509327,368841,140486,57853,100123,78103,67080,38282,23352,4048,476830,33215,577,15501,2645,236,86,765,310244,136839,82471,301,171102,21054,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,5250,192787,1253,51509,108736,190001,527492,423408,104084,50331,89407,83992,95232,59363,36803,8280,548579,14678,1452,13926,574,591,110,410,321533,167168,90808,811,192787,51509,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,2412,185091,987,20126,73734,141612,512203,424468,87735,51838,87913,81256,105204,60626,32120,5511,480138,14275,390,26009,56,70,10,225,273223,142351,105358,241,185091,20126,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,596,122267,1103,11350,50768,101144,411696,248131,163565,43794,47350,62719,48359,31416,12647,1846,187621,220614,472,422,21,22,42,722,263576,93189,52744,427,122267,11350,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,19905,254566,3525,248043,91166,417456,1441400,1173121,268279,135391,185962,253542,261852,159257,146501,30616,1289240,107489,12104,114272,470,1987,321,4075,816827,435895,275585,1651,254566,248043,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,235,40370,214,7774,12034,39839,122792,82938,39854,12732,19083,20874,16938,9826,3077,408,10341,108239,604,1171,20126,28,4,289,87532,35561,17488,221,40370,7774,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,1443,181374,936,33473,38883,161548,607869,426572,181297,69396,82715,106411,91522,47694,24330,4504,540063,64234,1828,9551,24,16,2,717,357864,160123,97684,764,181374,33473,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,1537,147520,1068,21703,49992,138428,500851,310482,190369,36201,54808,73991,67368,40931,31286,5897,13840,535159,1109,9440,35,6,18,833,342601,137032,80111,696,147520,21703,91.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,346,132139,629,15269,43716,117677,452474,288430,164044,55762,72024,69219,46062,29517,13962,1884,32604,431279,958,11188,83,10,2,711,304979,109818,61334,704,132139,15269,89.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,16413,4518,3099,257721,74037,333151,1214274,904049,310225,88911,173309,178723,176409,132727,121856,32114,42540,1177342,2746,12187,285,74,2,1653,693238,351561,190330,1700,4518,257721,90.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,1214,148664,1278,34696,79827,163845,525598,330760,194838,58567,80129,86008,55024,29657,17345,4030,489044,59771,1962,3418,106,57,235,392,339145,140785,74757,298,148664,34696,87.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,9754,250312,3604,258452,177691,507677,2043961,1448037,595924,242467,338861,342646,232434,154076,116396,21157,1636460,241451,13730,4174,1890,2045,160524,2056,1261238,510375,282115,8602,250312,258452,92.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,590,200974,817,14528,146477,251213,1055353,587378,467975,200861,161729,102033,63670,35342,21697,2046,903179,116710,6565,888,35,129,12936,2444,692650,222892,126682,662,200974,14528,95.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1944,257373,1267,64337,167776,383691,1510895,875351,635544,217460,266292,190171,96331,54419,43979,6699,1165140,302626,6027,143,188,282,16067,1600,944961,338413,205514,3185,257373,64337,93.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,11568,258764,3954,405455,185653,658851,2545147,1882625,662522,317918,501453,449506,305054,186697,107382,14615,2149480,431762,11243,9727,331,1268,77182,3494,1634835,648876,356445,44331,258764,405455,91.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1193,303697,1323,23281,257671,367108,1344701,743623,601078,229157,229259,149009,69525,38383,25593,2697,1044726,106865,86404,234,267,162,78622,4162,799323,324226,196164,1729,303697,23281,98.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,565,272872,1017,19180,235980,335451,1274228,716376,557852,207665,195565,147446,87844,46882,28144,2830,1104475,194680,17168,123,371,20,4591,1356,860869,284036,177599,280,272872,19180,94.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1944,452564,2384,46886,412331,623946,2543810,1496125,1047685,503261,443980,261309,146464,77540,55122,8449,1856202,508586,14645,937,650,1503,59218,3733,1597269,533788,312967,1450,452564,46886,94.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,874,276454,1057,15576,208172,344019,1350311,696847,653464,217607,190777,126766,79430,47395,30870,4002,937126,289182,37795,97,128,115,47067,2041,820367,308639,183519,1026,276454,15576,94.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,831,216629,849,16445,222734,264774,1038060,715941,322119,136719,242580,182260,82114,45613,23742,2913,309563,51429,202449,221,531,23,457468,3529,643579,225871,155452,311,216629,16445,99.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,808,165555,540,20113,111891,214740,794909,428897,366012,131150,132014,85745,40613,22995,14802,1578,550560,164406,4419,520,118,783,68564,1672,480895,189889,116810,3448,165555,20113,95.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,340,146377,547,14137,133273,180106,754084,404807,349277,109491,121529,88787,46142,23885,13956,1017,473049,69808,47653,120,128,16,133525,2679,484084,152720,89870,304,146377,14137,97.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,351,96759,388,14725,99727,121605,494974,306651,188323,82873,84920,63545,38503,21987,13847,976,112378,95012,16770,51,33,15,235987,1544,298844,100340,62244,362,96759,14725,99.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,328,200588,691,16587,170572,234012,918597,370163,548434,100367,133770,79045,29934,15700,9822,1525,410127,322963,75865,356,283,222,88760,1846,587976,206826,104418,1202,200588,16587,99.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,2155,355529,1515,52375,240133,473042,1966945,1163521,803424,303053,296937,231565,160964,100290,63595,7117,1683169,238295,6164,734,188,284,5681,5354,1244572,425668,268387,1242,355529,52375,93.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,22538,420740,3805,310242,398900,743967,2860164,2246309,613855,361522,547583,495515,370847,247237,195181,28424,1612239,410759,193974,4826,932,2733,677445,11345,1742293,725938,409166,36856,420740,310242,95.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,591,223450,954,37543,194512,295690,1168693,531397,637296,146399,171416,110822,52248,28087,19832,2593,628044,398243,83208,198,245,125,38426,2078,745027,261849,137727,5964,223450,37543,95.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,423,144169,496,11114,128778,159867,588855,397514,191341,82317,130068,97580,47836,24842,13674,1197,201524,15103,306601,51,753,114,73930,1502,357859,143560,97817,342,144169,11114,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,3745,324799,2890,165858,306506,511575,1779272,1170429,608843,242336,385986,147397,171505,115095,82319,25791,1634229,219991,3433,443,412,25198,166,5880,1123443,465706,299774,829,324799,165858,99.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,3729,231052,1422,95410,144392,315499,910950,705888,205062,100770,168165,126285,166677,82235,51015,10741,890429,92252,5368,389,272,1045,85,1083,535765,278153,176083,922,231052,95410,95.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,17560,962777,7045,356198,733246,1372422,4628909,3282133,1346776,544564,1057297,609600,532584,279583,201884,56621,4038331,528412,18418,2037,1086,178310,149,12918,2669348,1251116,857143,2054,962777,356198,97.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,9626,371604,3886,251876,413622,703258,2256259,1468497,787762,275785,529576,219702,203139,121453,89475,29367,2103633,320834,14014,1029,284,8044,54,4703,1487013,617276,346905,1401,371604,251876,98.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,3971,287134,2448,102269,243558,459050,1727755,1212360,515395,188998,474921,194233,181076,105347,54900,12885,1289709,335184,35438,1145,30453,680,521,10170,1018195,397120,287271,714,287134,102269,96.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,117,50449,1387,7942,62934,71591,243347,80069,163278,25597,22787,14170,7192,6755,3421,147,245151,1617,2709,68,1649,15,3793,228,167348,63802,23927,153,50449,7942,98.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,4987,396449,2938,131041,347611,580111,2000470,1253491,746979,246391,430477,143199,182756,129109,96990,24569,1786830,369588,2433,558,374,8665,499,8384,1295274,527085,353549,1423,396449,131041,96.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,4510,311660,1996,80766,207885,357889,1095680,891309,204371,114570,257550,160083,177585,96470,72420,12631,1004553,101235,26000,182,109,4710,4,1168,564994,341380,230864,723,311660,80766,101.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,5711,349704,2374,97644,343276,513311,1617764,1164789,452975,188329,332648,196470,217567,132435,75262,22078,1520553,128751,3175,322,84,3778,128,2665,891230,460057,306412,1757,349704,97644,97.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,7320,354680,3062,176011,289568,585639,1943790,1476376,467414,242130,446793,206686,269748,154781,123863,32375,1658465,265805,5420,307,164,6417,1743,7176,1068518,538551,336173,2255,354680,176011,97.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,15013,199707,3519,283397,241057,543776,1792359,1363803,428556,252596,383041,185530,227113,143453,137768,34302,1390020,386834,28747,1486,715,29037,2748,7436,1017935,505688,322577,823,199707,283397,97.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,3373,180066,1699,111906,185310,310412,1008937,702799,306138,121615,244640,112703,105150,63816,42053,12822,907750,143665,3432,231,79,5993,74,3346,601578,279069,183409,514,180066,111906,98.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,9752,400704,5378,199303,407027,680001,2480307,1596603,883704,177860,579057,270622,290570,153746,104256,20492,2011014,513125,8344,826,9589,4865,330,18233,1570719,604665,388935,2007,400704,199303,97.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,4851,496103,2743,132878,343128,560452,1741625,1340398,401227,182255,354480,232531,292369,147837,103152,27774,1630814,120011,15611,289,623,5820,3,3250,877340,522039,375918,1124,496103,132878,101.0,69.0
