State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Rural_Households,Total_Power_Parity,Urban_Households,Female_Workers,Male_Workers,Total_Education,Literate_Education,Illiterate_Education,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Rural_Households,Urban_Households,sex_ratio,literacy_rate
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,2456,315076,2240,98488,239335,490731,1571852,1188358,383494,240925,430529,201965,158442,84357,55310,16830,1281878,297927,2406,419,68,9834,702,4434,904453,426094,266586,535,315076,98488,95.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,3308,181182,942,31792,106838,172100,522139,430787,91352,51287,111562,75291,86232,54939,43225,8251,448986,87274,17130,139,126,250,220,394,276918,163360,113919,322,181182,31792,102.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,5051,326567,3389,151042,263824,454048,1478177,1079088,399089,138015,289841,228422,225498,107929,71422,17961,1305431,199873,26722,253,150,2494,92,1386,841499,419380,274240,1282,326567,151042,98.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,2135,272968,1889,64681,266792,387974,1418694,946512,472182,222140,357098,127605,113028,72243,43967,10431,1218024,161770,4081,296,85,2898,461,2305,855430,330393,202984,1113,272968,64681,99.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,3367,458867,2628,103435,296205,575203,1775228,1270494,504734,145178,309476,226552,308624,157839,102838,19987,1712695,77801,8506,322,299,3607,109,2430,902307,527236,375100,1126,458867,103435,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,28397,540596,4995,380386,392465,921803,2810596,2063359,747237,207091,537686,404565,452412,222230,212541,26834,2631985,290549,39361,1255,16194,14419,493,6871,1580116,865220,553705,2086,540596,380386,99.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,5200,330446,2672,125402,373040,530373,1780764,997638,783126,147743,385673,163709,153346,82082,50463,14622,1634062,272022,10394,538,2265,4156,29,5346,1196670,465173,265810,1159,330446,125402,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,8791,352444,3119,201662,246111,534487,1738344,1383122,355222,191641,385978,292481,251095,132138,111753,18036,1479424,234664,26521,400,120,9234,367,2023,913150,513297,325542,764,352444,201662,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,7971,685443,4067,204799,517134,837512,2655986,1969712,686274,270373,500593,386998,423738,213588,143735,30687,2413812,245923,9130,477,187,5067,161,4223,1351461,760936,564196,2387,685443,204799,98.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,9070,269817,2100,115572,177842,335399,1222454,1018426,204028,142493,286193,176260,178094,109663,107279,18444,1009179,96740,65838,232,161,4534,155,522,559565,340903,276234,659,269817,115572,109.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,2127789,28842,331419,3368,392117,267733,536738,2155371,1991380,163991,133039,334339,418953,573306,274789,198858,58096,1460447,224545,435056,268,146,74,311,6942,891512,648522,585591,2164,331419,392117,110.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,3282388,88737,369694,6274,804997,336094,913249,3117092,2848777,268315,212263,446380,554817,702511,389793,429880,113133,1509557,514397,1248137,860,614,1176,1083,6564,1396968,1024720,858010,2690,369694,804997,103.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,1108974,8250,391610,1374,20823,184653,331710,1084793,958204,126589,79149,166604,209398,261237,136428,86136,19252,541854,82206,481507,100,189,44,384,2690,494456,352163,261471,884,391610,20823,101.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,2523003,32653,306288,4432,566191,214739,609377,2569458,2290106,279352,204713,487016,491844,540383,308670,217203,40277,1509592,742483,262526,424,1118,193,722,5945,1187177,741984,588081,5761,306288,566191,114.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,1307375,10378,251641,1988,166164,137903,325095,1281215,1068310,212905,115476,268084,230416,238900,122657,76192,16585,729987,486913,87454,151,362,130,152,2226,688763,369883,246975,1754,251641,166164,108.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,2635375,31542,523715,3910,401415,267663,644362,2573249,2341963,231286,172247,406592,562529,595191,307950,233402,64052,1697635,508500,421598,208,272,63,619,6480,1177359,795245,660965,1806,523715,401415,111.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,1974551,37849,481967,3071,196194,205413,530322,1927701,1793308,134393,117681,271496,373998,475724,280720,221350,52339,983598,126499,858608,204,358,83,565,4636,811653,596302,565048,1548,481967,196194,104.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,3086293,36791,323793,4594,666543,196648,752333,3080497,2744977,335520,247996,564392,647221,630818,351267,250117,53166,1734958,1211131,131516,297,235,601,588,6967,1487644,909581,686109,2959,323793,666543,110.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,4112920,27909,634543,4838,522586,164267,898157,4194431,3572086,622345,415601,770417,814285,933793,392867,203779,41344,1135259,2888849,81556,205,179,68,579,6225,2406005,1041361,662311,3243,634543,522586,110.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,2809934,27162,665899,3929,228442,296219,746121,2811603,2371669,439934,249198,492864,608176,572412,232109,180540,36370,1875980,812936,114397,220,238,78,400,5685,1395222,802611,608966,3135,665899,228442,107.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,3301427,71621,559293,5770,609824,367568,864101,3147758,2838716,309042,206328,460690,642470,682156,389161,381782,76129,2194057,452915,630573,404,301,76,1082,22019,1488441,989238,820024,3724,559293,609824,109.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,3121200,56148,336748,5612,715119,306216,789511,3094998,2787333,307665,222627,445696,524387,821831,362657,338600,71535,1823442,532839,757484,259,278,62,585,6251,1394214,931841,792182,2963,336748,715119,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,817420,4712,266183,1095,11805,111438,228639,809865,678654,131211,65326,144896,137227,184266,87042,51111,8786,404460,234185,174453,61,312,1797,286,1866,412806,246590,157326,698,266183,11805,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,749237,1290,147388,787,60325,139070,207401,730098,458365,271733,113208,115716,93450,58536,42743,31646,3066,686524,21473,2132,606,86,1653,35434,1329,444954,193520,109813,950,147388,60325,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,845071,619,169606,861,37135,83441,231829,795334,435809,359525,148647,117053,62802,51499,29551,22791,3466,778214,40707,635,8009,1352,15094,27,1033,535410,194772,114131,758,169606,37135,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,1701698,1712,400074,1709,70793,404404,488610,1708575,1215160,493415,290699,312640,235251,168635,126308,74213,7414,1519384,38542,5295,1050,72162,4778,58064,2423,969773,453605,276799,1521,400074,70793,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,1385881,1158,250358,1336,48912,287969,365928,1328638,503604,825034,157337,137116,74067,59100,42649,30754,2581,1318869,58222,2967,2361,416,2289,263,494,923665,302833,158594,789,250358,48912,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,1575362,2109,318945,1845,87704,333093,453887,1585804,982706,603098,239114,232532,176325,140402,105696,82761,5876,1505745,37590,3271,1078,9651,3759,13048,1220,938819,392728,242592,1223,318945,87704,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,1703005,1166,271211,1786,88385,64993,455775,1346343,957870,388473,202629,261162,199044,140743,96011,50222,8059,1595400,66776,973,4047,12215,19950,73,3571,1040736,399676,258588,4005,271211,88385,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,2371061,40788,118893,4298,581826,222497,644960,1969031,1506450,462581,229082,303171,287198,211371,178165,266618,30845,1755861,525434,23432,10789,21688,25950,335,7572,1405814,625594,330291,9362,118893,581826,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,757847,986,115979,989,62861,116414,211925,747416,429454,317962,107547,119468,69765,57058,42618,28237,4761,552526,180840,1199,1074,19883,1884,99,342,469838,181605,106034,370,115979,62861,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,1762375,1880,375869,1947,95048,270279,481518,1695872,925604,770268,270951,236054,160310,112961,77787,59704,7837,1676918,70351,1980,968,250,10409,102,1397,1112636,394060,252417,3262,375869,95048,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,2090922,3588,413142,2513,140802,375721,582263,2017265,1353819,663446,284113,336391,225747,215098,167946,112383,12141,1923920,100692,4893,2258,24471,7830,25771,1087,1232263,535316,321977,1366,413142,140802,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,1264219,1432,303387,1359,66514,206884,367711,1240155,771117,469038,197917,217296,150040,95032,64414,41158,5260,1186420,47966,1681,1096,119,25005,82,1850,768929,312593,181403,1294,303387,66514,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,786754,616,160453,951,43401,95498,225662,774064,513988,260076,132176,131372,88949,73398,48978,34853,4262,747693,28483,683,490,7923,453,10,1019,473097,195131,118186,340,160453,43401,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,1563715,3518,274995,1899,101014,291175,451501,1463324,897959,565365,242508,225380,149522,125772,94403,55383,4991,1376591,174259,2355,2330,382,6497,72,1229,943954,388648,230280,833,274995,101014,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2388,412348,2470,103364,430895,597079,2000000,978149,1021851,262090,244058,164576,134279,99882,66721,6543,2051219,116202,2261,1607,328,12199,88,1889,1377326,533243,273050,2174,412348,103364,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,554,218021,652,9774,186542,203383,693831,398176,295655,103002,113875,84065,49277,31104,15179,1674,605435,6736,4238,260,61,687,84006,3101,419531,181841,102522,630,218021,9774,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,2482,212765,1302,72320,179443,335454,1196883,618849,578034,197902,157141,84560,79924,50724,42147,6451,1172248,49203,1208,3271,529,13474,52,1534,793150,285176,162104,1089,212765,72320,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,15779,172720,2830,272172,136491,548820,1807825,1253339,554486,235648,235924,204871,193082,166719,193947,23148,1835299,141735,4119,24790,4361,18058,217,3457,1218319,519728,291451,2538,172720,272172,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,986,112714,619,31845,74127,156852,525370,347639,177731,90059,87733,60757,46556,31939,27126,3469,527462,38640,683,676,93,1573,55,1283,347774,138882,83417,392,112714,31845,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,2871,209650,1535,105746,132647,345435,1135746,791254,344492,159703,183156,145076,119682,89589,84769,9279,1175203,52269,4453,3127,1550,3888,107,753,730768,318232,191501,849,209650,105746,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,48691,200371,5783,587947,329140,939055,3084700,2366526,718174,428413,472233,384611,362209,300076,382658,36326,2728225,415142,18523,25696,11496,71667,720,5228,1877270,894464,493096,11867,200371,587947,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,20443,272284,3776,352477,299654,705970,2225419,1685390,540029,267932,352284,313910,268333,222987,235072,24872,2159065,203652,23142,13256,4320,33728,21010,5116,1387369,679185,391903,4832,272284,352477,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,744,211080,1612,24713,249632,265489,1083658,307994,775664,98308,79781,40466,38236,28990,20240,1973,960925,15733,38423,141,65,8871,388,502,684200,220769,119681,398,211080,24713,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,2179,276151,1476,72880,195464,348410,1286327,820953,465374,198447,207366,161727,112242,80935,53578,6658,1240650,37232,3158,1167,157,5342,2643,1693,778414,326582,185857,1189,276151,72880,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,912,279674,1043,37258,259414,300235,1000576,623632,376944,156711,170994,115632,82166,58066,35476,4587,849518,16558,12450,436,297,1789,170533,3324,614794,278553,160510,1048,279674,37258,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,2324,302287,1475,81832,282009,397714,1322818,855816,467002,244891,217234,149219,109751,77219,52546,4956,1192588,125548,1120,849,242,19029,77,958,781000,346861,211815,735,302287,81832,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1781,319298,1924,95288,150664,525329,1875126,1168209,706917,288979,285682,228234,170254,115790,71005,8265,1875495,76159,1092,557,3234,6681,92,2660,1254302,452484,257704,1480,319298,95288,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,1945,174235,1026,67962,172974,245708,808186,519073,289113,137656,127167,83189,69134,53465,42343,6119,741288,67324,1508,1110,224,14165,115,333,476995,217403,131227,442,174235,67962,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,653,256744,1034,32179,156623,275375,985000,557003,427997,171707,134936,99251,70359,47903,29795,3052,974748,35214,418,186,37,4734,218,965,635347,235035,144827,1311,256744,32179,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,1141,251272,1460,74441,147472,370366,1277686,832809,444877,237981,210402,144108,117908,69419,48384,4607,1195235,120331,1725,2262,253,10637,190,964,832939,316319,181524,815,251272,74441,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,1611,331894,1629,69823,315835,429768,1449541,742583,706958,239738,174381,103464,96386,72316,51499,4799,1433879,106928,1243,460,121,1599,50,1534,935230,363218,246447,919,331894,69823,96.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,3644,266716,1700,107151,279534,411446,1441419,819266,622153,224715,194131,129392,111461,86507,67192,5868,1267043,151071,3996,1353,175,29353,123,1955,876905,363858,213560,746,266716,107151,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,3406,523910,2756,94489,374762,617184,2274308,1508142,766166,344362,330131,312931,206274,180635,122371,11438,2268838,85414,1964,832,986,655,232,6185,1460075,540235,362228,2568,523910,94489,93.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,4546,448408,2771,165507,323958,682077,2266686,1554882,711804,347752,426916,297079,214137,137899,116753,14346,2198297,103480,5580,4146,991,62992,168,2804,1470688,569166,335432,3172,448408,165507,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,3754,461831,2641,114173,320862,590487,2165642,1450133,715509,338947,334635,309536,197373,148091,105499,16052,2158623,59471,2228,1163,364,3135,1689,2262,1365647,535086,326049,2153,461831,114173,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,1566,270427,1442,59220,221528,364559,1273591,765195,508396,193885,179388,136284,120687,77541,50655,6755,1163607,137980,1404,640,357,6232,66,1046,817608,305605,187611,508,270427,59220,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,335045,1369,47542,289774,394660,1338357,879546,458811,223650,241327,151636,116124,84398,55984,6427,1145052,79739,1857,360,7288,4982,135315,4538,809922,363037,205237,935,335045,47542,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,1733,233594,1302,57846,200655,292402,1060599,637863,422736,161972,154282,128427,80402,60915,46513,5352,997073,42426,2372,912,268,1737,19448,1827,645619,269145,150655,644,233594,57846,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1382,312611,1647,73997,286014,431857,1435707,890916,544791,271215,239081,141225,111366,75967,48671,3391,1321003,174724,815,631,179,13755,66,1508,901161,369741,240768,1011,312611,73997,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,150146,693,26376,93667,183788,678293,285152,393141,90911,70840,43009,37072,24732,17091,1497,638702,41396,230,6387,201,379,40,526,449974,155063,82416,408,150146,26376,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1852,367859,1827,66759,278280,481001,1514136,794589,719547,261087,214162,125117,84684,58509,44812,6218,1648749,51200,1117,7151,3421,12171,72,2169,1106084,389652,227989,2325,367859,66759,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,250953,3019,25916,177471,284289,1138710,661238,477472,185550,168224,129344,80312,60845,33067,3896,1077545,34419,511,128,92,93,12556,1689,721531,253685,150959,858,250953,25916,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,322772,1591,60220,252542,402776,1370393,711045,659348,202448,188694,143231,78053,58245,35034,5340,1383475,44143,588,251,109,15569,39,992,898323,343824,201875,1144,322772,60220,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,300765,2599,188684,328017,569425,1807559,1148280,659279,286534,280030,178295,159263,119586,111290,13282,1718204,233133,4659,3241,945,24622,211,1849,1156749,508302,320502,1311,300765,188684,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,138100,692,29966,113993,175698,582000,351218,230782,90791,94011,74854,43418,27216,18144,2784,620515,15966,667,190,70,220,6028,1102,403030,158140,82984,604,138100,29966,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,292579,1583,83830,148819,401583,1328767,816456,512311,242021,214603,123650,104007,65581,59814,6780,1287391,149548,1313,914,295,18490,70,854,919239,335690,203005,941,292579,83830,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,6163,308158,3948,196077,247792,520362,1813004,1460317,352687,231841,328367,275264,291391,205723,112574,15157,1107809,357253,4483,1504,328033,10205,389,4230,998769,483200,327932,4005,308158,196077,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,9438,508921,6236,272894,398745,837577,2827586,2349512,478074,326195,468853,463051,525116,346876,203273,16148,2055177,421410,7223,2242,383891,11360,3288,3854,1540590,783549,553265,11041,508921,272894,95.0,78.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,2362,428291,2215,49006,238613,599157,2618129,1833998,784131,559512,482199,302662,253142,136783,91371,8329,2291133,237353,2218,295,334,775,19,7946,1626969,564571,340948,7585,428291,49006,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,23258,551789,8119,427343,559215,1015864,3431716,2611982,819734,381695,686271,422964,537936,310762,253253,19101,2545438,786677,15991,5142,309093,30981,1005,6955,2211996,909771,571932,7583,551789,427343,92.0,68.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,2932,283843,2237,72575,252251,345054,1185143,949619,235524,115150,187870,208902,204435,153749,67061,12452,1009352,26502,2145,831,154458,1017,3555,2474,626978,333120,232754,7482,283843,72575,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,5614,563114,4179,135457,527729,727819,2513279,1691672,821607,309704,436446,280800,316758,206530,129996,11438,2174672,320395,2097,824,68482,8719,399,9461,1473882,614615,494436,2116,563114,135457,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,4767,575405,4421,152787,485617,734024,2541300,1940864,600436,315408,457067,400342,406379,228266,113783,19619,1845424,354236,3531,1668,364229,12242,522,4406,1467457,641840,473071,3890,575405,152787,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,8239,451324,5085,233331,409607,648565,2148330,1631602,516728,243773,316192,337320,351610,241179,126488,15040,1780085,92297,10701,5251,286734,3861,23188,2190,1163802,629890,403719,6896,451324,233331,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,6065,382777,3583,146013,365922,570448,1985126,1335558,649568,200494,323641,208571,290656,182739,114931,14526,1825460,187901,3653,1422,13405,12818,912,5291,1167569,513908,350747,18638,382777,146013,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,319702,2183,66813,282268,383151,1316755,1060206,256549,138457,237888,231153,225595,159570,57923,9620,1153861,26157,1827,2160,125282,1568,5080,6572,704214,371908,244111,2274,319702,66813,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,242456,1853,41913,238279,330903,1156268,824880,331388,175736,266649,127246,136075,74544,38698,5932,863199,127552,992,643,176679,5278,103,2899,692117,281905,201828,1495,242456,41913,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,796223,7988,373565,677099,1186472,4017665,3014615,1003050,482462,735730,532587,627198,375643,229987,31008,3457615,560261,7091,3091,143865,27404,9662,20928,2352671,1080237,763529,33480,796223,373565,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,404746,3363,98084,385856,545030,1877267,1331287,545980,271061,422207,218189,225331,120715,64060,9724,1504641,274221,12542,1629,152540,9619,336,3518,1150104,454836,341479,12627,404746,98084,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,796496,8464,382818,578850,1125204,3679125,2901125,778000,321457,622362,487227,698604,395234,335413,40828,3379906,286558,15573,1570,29766,154882,1274,6472,1972486,1084858,801590,17067,796496,382818,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,6217,428616,4574,157016,376839,670018,2362165,1765952,596213,268627,423711,296910,380344,224998,153256,18106,2006984,367664,2387,935,66535,6387,310,2994,1406364,584243,453229,10360,428616,157016,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,430844,14073,877522,534349,1334211,4305087,3703540,601547,325084,666693,812381,790443,542228,493236,73475,3492202,390974,34667,20469,668050,24528,12181,10499,2460820,1361821,818467,12462,430844,877522,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,591119,6214,230563,568721,925232,3211931,2327305,884626,416869,691348,368723,416761,255650,156225,21729,2501741,471951,3902,13540,354189,5049,1273,9647,2008314,809135,535827,8016,591119,230563,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,333440,2446,71572,349167,442898,1639088,848475,790613,166664,218718,121404,160961,113019,58461,9248,1521618,96182,8467,685,4969,6191,2907,7276,1011352,390419,241534,4990,333440,71572,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,45039,904661,13629,764271,1017042,1746286,5702234,4220456,1481778,544346,1038955,851714,830070,485052,373100,97219,5237009,693052,23946,8912,94783,38212,1795,9478,3580633,1567252,948469,10833,904661,764271,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,3209,367158,2786,77832,300121,473795,1633957,1193594,440363,183972,300965,201646,260772,139479,96847,9913,1437623,178925,942,340,28216,4530,195,6805,917343,393539,343021,3673,367158,77832,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,293480,3410,133759,321375,501422,1819069,1266426,552643,229217,396713,204316,229103,116041,81333,9703,1328385,306364,2081,1371,187899,6238,262,3486,1078349,436486,313455,7796,293480,133759,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,235018,1165718,27223,2056739,1239177,2809816,8089326,6736249,1353077,559840,1234549,1383055,1414563,867256,1086650,190336,8090254,673704,134192,27090,340404,127786,9873,26105,5184734,2624165,1586132,34377,1165718,2056739,91.0,76.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,3342,354278,1575,66638,260956,429211,1477473,1017307,460166,246480,260661,210964,130700,93340,66358,8804,1422986,17332,47653,2117,781,409,1782,924,841958,398257,253488,281,354278,66638,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,38570,581868,6097,377160,319126,753843,2344160,1861740,482420,231263,407662,335886,441072,221410,204507,19940,2239370,227465,17452,7477,121791,12260,1159,7226,1414154,748339,462741,8966,581868,377160,96.0,74.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,7752,538538,3484,100824,307068,407008,1571059,1251437,319622,163025,378554,269872,247257,111600,65700,15429,1307211,187197,1990,230,113467,3347,95,1532,777431,438905,396967,1766,538538,100824,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,626872,5798,226801,414890,800214,2703218,2124179,579039,208511,507318,459156,453404,244804,214003,36983,2440312,239607,9098,1260,38210,87453,769,5434,1450907,752303,603739,15194,626872,226801,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,774522,5649,200949,510142,844805,2858689,2313266,545423,288427,495822,407977,556706,299993,243457,20884,2691952,146970,4408,1182,141315,12810,676,4428,1517324,800492,671702,14223,774522,200949,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,295847,1749,44989,117502,229676,824382,702460,121922,86480,165284,134734,175070,89023,48418,3451,780384,26264,15471,219,24762,1046,53,1452,382024,242296,222963,2368,295847,44989,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,779929,8995,376302,691462,1206933,3927830,2951035,976795,390337,788150,535848,643327,328020,236302,29051,3795424,441254,9882,1279,35497,28134,568,5718,2402794,1089900,809935,15127,779929,376302,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,713994,35118,2904157,1129644,3363123,9431358,7739336,1692022,712171,1530916,1588196,1751284,1080597,961719,114453,8716055,1355630,280700,39149,449617,172052,9862,37083,6184519,3241888,1579921,53820,713994,2904157,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,268486,2754,120218,215919,392316,1224828,1012774,212054,140470,186781,201471,225208,158055,93772,7017,1057096,53854,2696,2147,175417,5663,2254,1647,659540,370227,270107,900,268486,120218,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,274925,1942,55921,229439,340353,1191303,899778,291525,166509,238985,160331,162762,116032,47865,7294,859949,142672,1707,518,179330,8476,381,4127,682919,302425,210185,1631,274925,55921,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,629243,4937,168889,540524,815475,2835594,2117390,718204,391944,562739,382001,389924,245819,123074,21889,2251401,239236,4567,1596,249874,11422,3745,10507,1549263,733258,483813,6014,629243,168889,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,34977,226,21172,47130,62807,242932,175322,67610,15941,36011,50004,31775,20077,20074,1440,175102,18691,4264,56,76,16,38457,737,135220,62907,38815,457,34977,21172,100.0,66.0
